location,date,vaccine,total_vaccinations
Iceland,2021-06-07,Pfizer/BioNTech,162186
Iceland,2021-06-08,Johnson&Johnson,16144
Iceland,2021-06-08,Moderna,28337
Iceland,2021-06-08,Oxford/AstraZeneca,68914
Iceland,2021-06-08,Pfizer/BioNTech,174624
Iceland,2021-06-09,Johnson&Johnson,16309
Iceland,2021-06-09,Moderna,28337
Iceland,2021-06-09,Oxford/AstraZeneca,78307
Iceland,2021-06-09,Pfizer/BioNTech,180299
Iceland,2021-06-10,Johnson&Johnson,26568
Iceland,2021-06-10,Moderna,28338
Iceland,2021-06-10,Oxford/AstraZeneca,78323
Iceland,2021-06-10,Pfizer/BioNTech,184231
Iceland,2021-06-11,Johnson&Johnson,26575
Iceland,2021-06-11,Moderna,28339
Iceland,2021-06-11,Oxford/AstraZeneca,78358
Iceland,2021-06-11,Pfizer/BioNTech,184241
Iceland,2021-06-12,Johnson&Johnson,26575
Iceland,2021-06-12,Moderna,28340
Iceland,2021-06-12,Oxford/AstraZeneca,78358
Iceland,2021-06-12,Pfizer/BioNTech,184242
Iceland,2021-06-13,Johnson&Johnson,26575
Iceland,2021-06-13,Moderna,28340
Iceland,2021-06-13,Oxford/AstraZeneca,78358
Iceland,2021-06-13,Pfizer/BioNTech,184243
Iceland,2021-06-14,Johnson&Johnson,35759
Iceland,2021-06-14,Moderna,28341
Iceland,2021-06-14,Oxford/AstraZeneca,78982
Iceland,2021-06-14,Pfizer/BioNTech,184252
Iceland,2021-06-15,Johnson&Johnson,36292
Iceland,2021-06-15,Moderna,28342
Iceland,2021-06-15,Oxford/AstraZeneca,80516
Iceland,2021-06-15,Pfizer/BioNTech,195497
Iceland,2021-06-16,Johnson&Johnson,37397
Iceland,2021-06-16,Moderna,34120
Iceland,2021-06-16,Oxford/AstraZeneca,81406
Iceland,2021-06-16,Pfizer/BioNTech,202575
Iceland,2021-06-17,Johnson&Johnson,37397
Iceland,2021-06-17,Moderna,34121
Iceland,2021-06-17,Oxford/AstraZeneca,81406
Iceland,2021-06-17,Pfizer/BioNTech,202577
Iceland,2021-06-18,Johnson&Johnson,38728
Iceland,2021-06-18,Moderna,34122
Iceland,2021-06-18,Oxford/AstraZeneca,81431
Iceland,2021-06-18,Pfizer/BioNTech,202599
Iceland,2021-06-19,Johnson&Johnson,38728
Iceland,2021-06-19,Moderna,34122
Iceland,2021-06-19,Oxford/AstraZeneca,81431
Iceland,2021-06-19,Pfizer/BioNTech,202600
Iceland,2021-06-20,Johnson&Johnson,38728
Iceland,2021-06-20,Moderna,34122
Iceland,2021-06-20,Oxford/AstraZeneca,81431
Iceland,2021-06-20,Pfizer/BioNTech,202600
Iceland,2021-06-21,Johnson&Johnson,38787
Iceland,2021-06-21,Moderna,34122
Iceland,2021-06-21,Oxford/AstraZeneca,81560
Iceland,2021-06-21,Pfizer/BioNTech,202624
Iceland,2021-06-22,Johnson&Johnson,48939
Iceland,2021-06-22,Moderna,34123
Iceland,2021-06-22,Oxford/AstraZeneca,82176
Iceland,2021-06-22,Pfizer/BioNTech,203088
Iceland,2021-06-23,Johnson&Johnson,49296
Iceland,2021-06-23,Moderna,34123
Iceland,2021-06-23,Oxford/AstraZeneca,82534
Iceland,2021-06-23,Pfizer/BioNTech,217881
Iceland,2021-06-24,Johnson&Johnson,49693
Iceland,2021-06-24,Moderna,34124
Iceland,2021-06-24,Oxford/AstraZeneca,83672
Iceland,2021-06-24,Pfizer/BioNTech,219449
Iceland,2021-06-25,Johnson&Johnson,49714
Iceland,2021-06-25,Moderna,34124
Iceland,2021-06-25,Oxford/AstraZeneca,83697
Iceland,2021-06-25,Pfizer/BioNTech,219450
Iceland,2021-06-26,Johnson&Johnson,49714
Iceland,2021-06-26,Moderna,34124
Iceland,2021-06-26,Oxford/AstraZeneca,83697
Iceland,2021-06-26,Pfizer/BioNTech,219452
Iceland,2021-06-27,Johnson&Johnson,49714
Iceland,2021-06-27,Moderna,34124
Iceland,2021-06-27,Oxford/AstraZeneca,83697
Iceland,2021-06-27,Pfizer/BioNTech,219453
Iceland,2021-06-28,Johnson&Johnson,49749
Iceland,2021-06-28,Moderna,38101
Iceland,2021-06-28,Oxford/AstraZeneca,83708
Iceland,2021-06-28,Pfizer/BioNTech,219453
Iceland,2021-06-29,Johnson&Johnson,50002
Iceland,2021-06-29,Moderna,38106
Iceland,2021-06-29,Oxford/AstraZeneca,85266
Iceland,2021-06-29,Pfizer/BioNTech,228284
Iceland,2021-06-30,Johnson&Johnson,50225
Iceland,2021-06-30,Moderna,38106
Iceland,2021-06-30,Oxford/AstraZeneca,102116
Iceland,2021-06-30,Pfizer/BioNTech,232434
Iceland,2021-07-01,Johnson&Johnson,50396
Iceland,2021-07-01,Moderna,38106
Iceland,2021-07-01,Oxford/AstraZeneca,110134
Iceland,2021-07-01,Pfizer/BioNTech,236734
Ireland,2021-01-01,Pfizer/BioNTech,0
Ireland,2021-01-08,Moderna,0
Ireland,2021-01-08,Pfizer/BioNTech,50371
Ireland,2021-01-15,Moderna,1906
Ireland,2021-01-15,Oxford/AstraZeneca,0
Ireland,2021-01-15,Pfizer/BioNTech,97013
Ireland,2021-01-22,Moderna,1918
Ireland,2021-01-22,Oxford/AstraZeneca,0
Ireland,2021-01-22,Pfizer/BioNTech,144891
Ireland,2021-01-29,Moderna,1921
Ireland,2021-01-29,Oxford/AstraZeneca,0
Ireland,2021-01-29,Pfizer/BioNTech,196771
Ireland,2021-02-05,Moderna,1926
Ireland,2021-02-05,Oxford/AstraZeneca,13
Ireland,2021-02-05,Pfizer/BioNTech,248844
Ireland,2021-02-12,Moderna,4313
Ireland,2021-02-12,Oxford/AstraZeneca,17623
Ireland,2021-02-12,Pfizer/BioNTech,260373
Ireland,2021-02-19,Moderna,5568
Ireland,2021-02-19,Oxford/AstraZeneca,38224
Ireland,2021-02-19,Pfizer/BioNTech,322910
Ireland,2021-02-26,Moderna,9776
Ireland,2021-02-26,Oxford/AstraZeneca,72090
Ireland,2021-02-26,Pfizer/BioNTech,372376
Ireland,2021-03-05,Moderna,16479
Ireland,2021-03-05,Oxford/AstraZeneca,99742
Ireland,2021-03-05,Pfizer/BioNTech,423344
Ireland,2021-03-12,Moderna,20288
Ireland,2021-03-12,Oxford/AstraZeneca,132587
Ireland,2021-03-12,Pfizer/BioNTech,475382
Ireland,2021-03-19,Moderna,22098
Ireland,2021-03-19,Oxford/AstraZeneca,135851
Ireland,2021-03-19,Pfizer/BioNTech,535695
Ireland,2021-03-26,Moderna,29515
Ireland,2021-03-26,Oxford/AstraZeneca,173516
Ireland,2021-03-26,Pfizer/BioNTech,620489
Ireland,2021-04-02,Moderna,41523
Ireland,2021-04-02,Oxford/AstraZeneca,208306
Ireland,2021-04-02,Pfizer/BioNTech,708418
Ireland,2021-04-09,Moderna,49637
Ireland,2021-04-09,Oxford/AstraZeneca,239494
Ireland,2021-04-09,Pfizer/BioNTech,797049
Ireland,2021-04-16,Johnson&Johnson,0
Ireland,2021-04-16,Moderna,54324
Ireland,2021-04-16,Oxford/AstraZeneca,247829
Ireland,2021-04-16,Pfizer/BioNTech,932751
Ireland,2021-04-23,Johnson&Johnson,0
Ireland,2021-04-23,Moderna,67338
Ireland,2021-04-23,Oxford/AstraZeneca,305378
Ireland,2021-04-23,Pfizer/BioNTech,1054011
Ireland,2021-04-30,Johnson&Johnson,0
Ireland,2021-04-30,Moderna,81251
Ireland,2021-04-30,Oxford/AstraZeneca,388469
Ireland,2021-04-30,Pfizer/BioNTech,1165384
Ireland,2021-05-07,Johnson&Johnson,263
Ireland,2021-05-07,Moderna,90814
Ireland,2021-05-07,Oxford/AstraZeneca,514380
Ireland,2021-05-07,Pfizer/BioNTech,1276119
Ireland,2021-05-14,Johnson&Johnson,1042
Ireland,2021-05-14,Moderna,116519
Ireland,2021-05-14,Oxford/AstraZeneca,593630
Ireland,2021-05-14,Pfizer/BioNTech,1480806
Ireland,2021-05-21,Johnson&Johnson,40099
Ireland,2021-05-21,Moderna,155497
Ireland,2021-05-21,Oxford/AstraZeneca,608036
Ireland,2021-05-21,Pfizer/BioNTech,1692832
Ireland,2021-05-28,Johnson&Johnson,57461
Ireland,2021-05-28,Moderna,191035
Ireland,2021-05-28,Oxford/AstraZeneca,657950
Ireland,2021-05-28,Pfizer/BioNTech,1876025
Ireland,2021-06-04,Johnson&Johnson,70519
Ireland,2021-06-04,Moderna,229930
Ireland,2021-06-04,Oxford/AstraZeneca,694042
Ireland,2021-06-04,Pfizer/BioNTech,2035940
Ireland,2021-06-11,Johnson&Johnson,71781
Ireland,2021-06-11,Moderna,269644
Ireland,2021-06-11,Oxford/AstraZeneca,711241
Ireland,2021-06-11,Pfizer/BioNTech,2254891
Ireland,2021-06-18,Johnson&Johnson,71979
Ireland,2021-06-18,Moderna,312497
Ireland,2021-06-18,Oxford/AstraZeneca,804499
Ireland,2021-06-18,Pfizer/BioNTech,2464967
Ireland,2021-06-25,Johnson&Johnson,72004
Ireland,2021-06-25,Moderna,351546
Ireland,2021-06-25,Oxford/AstraZeneca,913582
Ireland,2021-06-25,Pfizer/BioNTech,2668064
Ireland,2021-07-02,Johnson&Johnson,72035
Ireland,2021-07-02,Moderna,368771
Ireland,2021-07-02,Oxford/AstraZeneca,921647
Ireland,2021-07-02,Pfizer/BioNTech,2744794
Italy,2020-12-27,Pfizer/BioNTech,7220
Italy,2020-12-28,Pfizer/BioNTech,8652
Italy,2020-12-29,Pfizer/BioNTech,9671
Italy,2020-12-30,Pfizer/BioNTech,14406
Italy,2020-12-31,Pfizer/BioNTech,39914
Italy,2021-01-01,Pfizer/BioNTech,50981
Italy,2021-01-02,Pfizer/BioNTech,89512
Italy,2021-01-03,Pfizer/BioNTech,124789
Italy,2021-01-04,Johnson&Johnson,1
Italy,2021-01-04,Pfizer/BioNTech,193724
Italy,2021-01-05,Pfizer/BioNTech,273476
Italy,2021-01-06,Moderna,1
Italy,2021-01-06,Pfizer/BioNTech,338505
Italy,2021-01-07,Pfizer/BioNTech,430652
Italy,2021-01-08,Moderna,3
Italy,2021-01-08,Pfizer/BioNTech,526273
Italy,2021-01-09,Pfizer/BioNTech,613197
Italy,2021-01-10,Pfizer/BioNTech,673533
Italy,2021-01-11,Pfizer/BioNTech,754697
Italy,2021-01-12,Pfizer/BioNTech,837077
Italy,2021-01-13,Moderna,4
Italy,2021-01-13,Pfizer/BioNTech,931828
Italy,2021-01-14,Moderna,88
Italy,2021-01-14,Pfizer/BioNTech,1025832
Italy,2021-01-15,Moderna,1184
Italy,2021-01-15,Oxford/AstraZeneca,1
Italy,2021-01-15,Pfizer/BioNTech,1114822
Italy,2021-01-16,Moderna,2130
Italy,2021-01-16,Pfizer/BioNTech,1178815
Italy,2021-01-17,Moderna,2423
Italy,2021-01-17,Pfizer/BioNTech,1215723
Italy,2021-01-18,Moderna,3642
Italy,2021-01-18,Pfizer/BioNTech,1258428
Italy,2021-01-19,Moderna,5915
Italy,2021-01-19,Pfizer/BioNTech,1289292
Italy,2021-01-20,Moderna,9341
Italy,2021-01-20,Pfizer/BioNTech,1316812
Italy,2021-01-21,Moderna,12133
Italy,2021-01-21,Pfizer/BioNTech,1349823
Italy,2021-01-22,Moderna,13889
Italy,2021-01-22,Oxford/AstraZeneca,4
Italy,2021-01-22,Pfizer/BioNTech,1374771
Italy,2021-01-23,Moderna,14890
Italy,2021-01-23,Pfizer/BioNTech,1412812
Italy,2021-01-24,Moderna,15677
Italy,2021-01-24,Pfizer/BioNTech,1445877
Italy,2021-01-25,Moderna,16273
Italy,2021-01-25,Pfizer/BioNTech,1514289
Italy,2021-01-26,Moderna,16987
Italy,2021-01-26,Pfizer/BioNTech,1593838
Italy,2021-01-27,Moderna,17604
Italy,2021-01-27,Pfizer/BioNTech,1663877
Italy,2021-01-28,Moderna,18372
Italy,2021-01-28,Pfizer/BioNTech,1756577
Italy,2021-01-29,Moderna,19178
Italy,2021-01-29,Pfizer/BioNTech,1853579
Italy,2021-01-30,Moderna,19643
Italy,2021-01-30,Oxford/AstraZeneca,5
Italy,2021-01-30,Pfizer/BioNTech,1943280
Italy,2021-01-31,Moderna,19836
Italy,2021-01-31,Pfizer/BioNTech,2002616
Italy,2021-02-01,Moderna,20382
Italy,2021-02-01,Oxford/AstraZeneca,6
Italy,2021-02-01,Pfizer/BioNTech,2087557
Italy,2021-02-02,Moderna,21489
Italy,2021-02-02,Oxford/AstraZeneca,32
Italy,2021-02-02,Pfizer/BioNTech,2174243
Italy,2021-02-03,Moderna,22880
Italy,2021-02-03,Pfizer/BioNTech,2272457
Italy,2021-02-04,Moderna,24502
Italy,2021-02-04,Oxford/AstraZeneca,33
Italy,2021-02-04,Pfizer/BioNTech,2378663
Italy,2021-02-05,Moderna,27690
Italy,2021-02-05,Oxford/AstraZeneca,35
Italy,2021-02-05,Pfizer/BioNTech,2482483
Italy,2021-02-06,Moderna,29756
Italy,2021-02-06,Pfizer/BioNTech,2557858
Italy,2021-02-07,Moderna,30336
Italy,2021-02-07,Oxford/AstraZeneca,37
Italy,2021-02-07,Pfizer/BioNTech,2599174
Italy,2021-02-08,Moderna,32949
Italy,2021-02-08,Oxford/AstraZeneca,38
Italy,2021-02-08,Pfizer/BioNTech,2663238
Italy,2021-02-09,Moderna,36295
Italy,2021-02-09,Oxford/AstraZeneca,39
Italy,2021-02-09,Pfizer/BioNTech,2726676
Italy,2021-02-10,Moderna,39110
Italy,2021-02-10,Oxford/AstraZeneca,41
Italy,2021-02-10,Pfizer/BioNTech,2796599
Italy,2021-02-11,Moderna,42236
Italy,2021-02-11,Oxford/AstraZeneca,2944
Italy,2021-02-11,Pfizer/BioNTech,2865187
Italy,2021-02-12,Moderna,46347
Italy,2021-02-12,Oxford/AstraZeneca,7699
Italy,2021-02-12,Pfizer/BioNTech,2930267
Italy,2021-02-13,Moderna,50263
Italy,2021-02-13,Oxford/AstraZeneca,12986
Italy,2021-02-13,Pfizer/BioNTech,2973702
Italy,2021-02-14,Moderna,51766
Italy,2021-02-14,Oxford/AstraZeneca,20140
Italy,2021-02-14,Pfizer/BioNTech,2994900
Italy,2021-02-15,Moderna,55959
Italy,2021-02-15,Oxford/AstraZeneca,27045
Italy,2021-02-15,Pfizer/BioNTech,3046320
Italy,2021-02-16,Moderna,62733
Italy,2021-02-16,Oxford/AstraZeneca,36360
Italy,2021-02-16,Pfizer/BioNTech,3101262
Italy,2021-02-17,Moderna,70481
Italy,2021-02-17,Oxford/AstraZeneca,49086
Italy,2021-02-17,Pfizer/BioNTech,3161007
Italy,2021-02-18,Moderna,77509
Italy,2021-02-18,Oxford/AstraZeneca,66515
Italy,2021-02-18,Pfizer/BioNTech,3226256
Italy,2021-02-19,Moderna,84465
Italy,2021-02-19,Oxford/AstraZeneca,85859
Italy,2021-02-19,Pfizer/BioNTech,3292684
Italy,2021-02-20,Moderna,90844
Italy,2021-02-20,Oxford/AstraZeneca,105173
Italy,2021-02-20,Pfizer/BioNTech,3345164
Italy,2021-02-21,Moderna,96317
Italy,2021-02-21,Oxford/AstraZeneca,115849
Italy,2021-02-21,Pfizer/BioNTech,3380027
Italy,2021-02-22,Moderna,102417
Italy,2021-02-22,Oxford/AstraZeneca,139219
Italy,2021-02-22,Pfizer/BioNTech,3456050
Italy,2021-02-23,Moderna,107714
Italy,2021-02-23,Oxford/AstraZeneca,164043
Italy,2021-02-23,Pfizer/BioNTech,3532395
Italy,2021-02-24,Moderna,113965
Italy,2021-02-24,Oxford/AstraZeneca,191392
Italy,2021-02-24,Pfizer/BioNTech,3620744
Italy,2021-02-25,Moderna,120140
Italy,2021-02-25,Oxford/AstraZeneca,223138
Italy,2021-02-25,Pfizer/BioNTech,3711064
Italy,2021-02-26,Moderna,125938
Italy,2021-02-26,Oxford/AstraZeneca,263336
Italy,2021-02-26,Pfizer/BioNTech,3803156
Italy,2021-02-27,Moderna,133006
Italy,2021-02-27,Oxford/AstraZeneca,308112
Italy,2021-02-27,Pfizer/BioNTech,3878012
Italy,2021-02-28,Moderna,135770
Italy,2021-02-28,Oxford/AstraZeneca,334762
Italy,2021-02-28,Pfizer/BioNTech,3926919
Italy,2021-03-01,Moderna,142829
Italy,2021-03-01,Oxford/AstraZeneca,374894
Italy,2021-03-01,Pfizer/BioNTech,4015337
Italy,2021-03-02,Moderna,150358
Italy,2021-03-02,Oxford/AstraZeneca,431146
Italy,2021-03-02,Pfizer/BioNTech,4113445
Italy,2021-03-03,Moderna,160259
Italy,2021-03-03,Oxford/AstraZeneca,489128
Italy,2021-03-03,Pfizer/BioNTech,4232479
Italy,2021-03-04,Moderna,171253
Italy,2021-03-04,Oxford/AstraZeneca,550026
Italy,2021-03-04,Pfizer/BioNTech,4358323
Italy,2021-03-05,Moderna,183448
Italy,2021-03-05,Oxford/AstraZeneca,616409
Italy,2021-03-05,Pfizer/BioNTech,4485561
Italy,2021-03-06,Moderna,196666
Italy,2021-03-06,Oxford/AstraZeneca,679938
Italy,2021-03-06,Pfizer/BioNTech,4586306
Italy,2021-03-07,Moderna,204504
Italy,2021-03-07,Oxford/AstraZeneca,716569
Italy,2021-03-07,Pfizer/BioNTech,4644509
Italy,2021-03-08,Moderna,216794
Italy,2021-03-08,Oxford/AstraZeneca,776552
Italy,2021-03-08,Pfizer/BioNTech,4753405
Italy,2021-03-09,Moderna,229447
Italy,2021-03-09,Oxford/AstraZeneca,839513
Italy,2021-03-09,Pfizer/BioNTech,4872564
Italy,2021-03-10,Moderna,240564
Italy,2021-03-10,Oxford/AstraZeneca,906142
Italy,2021-03-10,Pfizer/BioNTech,5010110
Italy,2021-03-11,Moderna,252853
Italy,2021-03-11,Oxford/AstraZeneca,977663
Italy,2021-03-11,Pfizer/BioNTech,5149570
Italy,2021-03-12,Moderna,262811
Italy,2021-03-12,Oxford/AstraZeneca,1050319
Italy,2021-03-12,Pfizer/BioNTech,5278589
Italy,2021-03-13,Moderna,274167
Italy,2021-03-13,Oxford/AstraZeneca,1117350
Italy,2021-03-13,Pfizer/BioNTech,5377001
Italy,2021-03-14,Moderna,281127
Italy,2021-03-14,Oxford/AstraZeneca,1158164
Italy,2021-03-14,Pfizer/BioNTech,5435089
Italy,2021-03-15,Moderna,292212
Italy,2021-03-15,Oxford/AstraZeneca,1209096
Italy,2021-03-15,Pfizer/BioNTech,5547682
Italy,2021-03-16,Moderna,304192
Italy,2021-03-16,Oxford/AstraZeneca,1209299
Italy,2021-03-16,Pfizer/BioNTech,5675599
Italy,2021-03-17,Moderna,315824
Italy,2021-03-17,Oxford/AstraZeneca,1209342
Italy,2021-03-17,Pfizer/BioNTech,5829409
Italy,2021-03-18,Moderna,328800
Italy,2021-03-18,Oxford/AstraZeneca,1209443
Italy,2021-03-18,Pfizer/BioNTech,5979464
Italy,2021-03-19,Moderna,340188
Italy,2021-03-19,Oxford/AstraZeneca,1228033
Italy,2021-03-19,Pfizer/BioNTech,6125045
Italy,2021-03-20,Moderna,352598
Italy,2021-03-20,Oxford/AstraZeneca,1279096
Italy,2021-03-20,Pfizer/BioNTech,6237182
Italy,2021-03-21,Moderna,362201
Italy,2021-03-21,Oxford/AstraZeneca,1323790
Italy,2021-03-21,Pfizer/BioNTech,6313141
Italy,2021-03-22,Moderna,374232
Italy,2021-03-22,Oxford/AstraZeneca,1394613
Italy,2021-03-22,Pfizer/BioNTech,6425999
Italy,2021-03-23,Moderna,387971
Italy,2021-03-23,Oxford/AstraZeneca,1474768
Italy,2021-03-23,Pfizer/BioNTech,6557930
Italy,2021-03-24,Moderna,403574
Italy,2021-03-24,Oxford/AstraZeneca,1552159
Italy,2021-03-24,Pfizer/BioNTech,6721436
Italy,2021-03-25,Moderna,421966
Italy,2021-03-25,Oxford/AstraZeneca,1634540
Italy,2021-03-25,Pfizer/BioNTech,6890547
Italy,2021-03-26,Moderna,441193
Italy,2021-03-26,Oxford/AstraZeneca,1717821
Italy,2021-03-26,Pfizer/BioNTech,7058839
Italy,2021-03-27,Johnson&Johnson,2
Italy,2021-03-27,Moderna,470119
Italy,2021-03-27,Oxford/AstraZeneca,1785776
Italy,2021-03-27,Pfizer/BioNTech,7202497
Italy,2021-03-28,Moderna,487502
Italy,2021-03-28,Oxford/AstraZeneca,1841441
Italy,2021-03-28,Pfizer/BioNTech,7292843
Italy,2021-03-29,Moderna,512000
Italy,2021-03-29,Oxford/AstraZeneca,1914493
Italy,2021-03-29,Pfizer/BioNTech,7438096
Italy,2021-03-30,Moderna,541044
Italy,2021-03-30,Oxford/AstraZeneca,1989263
Italy,2021-03-30,Pfizer/BioNTech,7602870
Italy,2021-03-31,Johnson&Johnson,16
Italy,2021-03-31,Moderna,564338
Italy,2021-03-31,Oxford/AstraZeneca,2060946
Italy,2021-03-31,Pfizer/BioNTech,7813274
Italy,2021-04-01,Moderna,589400
Italy,2021-04-01,Oxford/AstraZeneca,2116706
Italy,2021-04-01,Pfizer/BioNTech,8019342
Italy,2021-04-02,Moderna,619901
Italy,2021-04-02,Oxford/AstraZeneca,2183063
Italy,2021-04-02,Pfizer/BioNTech,8204544
Italy,2021-04-03,Johnson&Johnson,17
Italy,2021-04-03,Moderna,656183
Italy,2021-04-03,Oxford/AstraZeneca,2230393
Italy,2021-04-03,Pfizer/BioNTech,8350886
Italy,2021-04-04,Moderna,668149
Italy,2021-04-04,Oxford/AstraZeneca,2268643
Italy,2021-04-04,Pfizer/BioNTech,8396675
Italy,2021-04-05,Moderna,688324
Italy,2021-04-05,Oxford/AstraZeneca,2327722
Italy,2021-04-05,Pfizer/BioNTech,8488175
Italy,2021-04-06,Johnson&Johnson,22
Italy,2021-04-06,Moderna,728438
Italy,2021-04-06,Oxford/AstraZeneca,2412894
Italy,2021-04-06,Pfizer/BioNTech,8647843
Italy,2021-04-07,Moderna,758394
Italy,2021-04-07,Oxford/AstraZeneca,2495179
Italy,2021-04-07,Pfizer/BioNTech,8860961
Italy,2021-04-08,Moderna,792486
Italy,2021-04-08,Oxford/AstraZeneca,2552445
Italy,2021-04-08,Pfizer/BioNTech,9104546
Italy,2021-04-09,Moderna,828169
Italy,2021-04-09,Oxford/AstraZeneca,2605430
Italy,2021-04-09,Pfizer/BioNTech,9350778
Italy,2021-04-10,Moderna,869201
Italy,2021-04-10,Oxford/AstraZeneca,2666283
Italy,2021-04-10,Pfizer/BioNTech,9569905
Italy,2021-04-11,Johnson&Johnson,25
Italy,2021-04-11,Moderna,887166
Italy,2021-04-11,Oxford/AstraZeneca,2703659
Italy,2021-04-11,Pfizer/BioNTech,9716461
Italy,2021-04-12,Moderna,911840
Italy,2021-04-12,Oxford/AstraZeneca,2782278
Italy,2021-04-12,Pfizer/BioNTech,9880043
Italy,2021-04-13,Moderna,939916
Italy,2021-04-13,Oxford/AstraZeneca,2877781
Italy,2021-04-13,Pfizer/BioNTech,10044468
Italy,2021-04-14,Johnson&Johnson,27
Italy,2021-04-14,Moderna,967011
Italy,2021-04-14,Oxford/AstraZeneca,2978492
Italy,2021-04-14,Pfizer/BioNTech,10236741
Italy,2021-04-15,Moderna,992076
Italy,2021-04-15,Oxford/AstraZeneca,3069189
Italy,2021-04-15,Pfizer/BioNTech,10472065
Italy,2021-04-16,Moderna,1013486
Italy,2021-04-16,Oxford/AstraZeneca,3176520
Italy,2021-04-16,Pfizer/BioNTech,10722766
Italy,2021-04-17,Moderna,1035826
Italy,2021-04-17,Oxford/AstraZeneca,3285244
Italy,2021-04-17,Pfizer/BioNTech,10951525
Italy,2021-04-18,Moderna,1049323
Italy,2021-04-18,Oxford/AstraZeneca,3358086
Italy,2021-04-18,Pfizer/BioNTech,11107344
Italy,2021-04-19,Moderna,1066585
Italy,2021-04-19,Oxford/AstraZeneca,3454157
Italy,2021-04-19,Pfizer/BioNTech,11304672
Italy,2021-04-20,Moderna,1090511
Italy,2021-04-20,Oxford/AstraZeneca,3551262
Italy,2021-04-20,Pfizer/BioNTech,11516898
Italy,2021-04-21,Moderna,1120628
Italy,2021-04-21,Oxford/AstraZeneca,3653166
Italy,2021-04-21,Pfizer/BioNTech,11757722
Italy,2021-04-22,Johnson&Johnson,316
Italy,2021-04-22,Moderna,1153187
Italy,2021-04-22,Oxford/AstraZeneca,3744677
Italy,2021-04-22,Pfizer/BioNTech,12032186
Italy,2021-04-23,Johnson&Johnson,857
Italy,2021-04-23,Moderna,1185684
Italy,2021-04-23,Oxford/AstraZeneca,3840914
Italy,2021-04-23,Pfizer/BioNTech,12307424
Italy,2021-04-24,Johnson&Johnson,3888
Italy,2021-04-24,Moderna,1228333
Italy,2021-04-24,Oxford/AstraZeneca,3934519
Italy,2021-04-24,Pfizer/BioNTech,12554988
Italy,2021-04-25,Johnson&Johnson,12635
Italy,2021-04-25,Moderna,1260841
Italy,2021-04-25,Oxford/AstraZeneca,4010310
Italy,2021-04-25,Pfizer/BioNTech,12705679
Italy,2021-04-26,Johnson&Johnson,21959
Italy,2021-04-26,Moderna,1299842
Italy,2021-04-26,Oxford/AstraZeneca,4074907
Italy,2021-04-26,Pfizer/BioNTech,12937132
Italy,2021-04-27,Johnson&Johnson,31767
Italy,2021-04-27,Moderna,1353060
Italy,2021-04-27,Oxford/AstraZeneca,4142657
Italy,2021-04-27,Pfizer/BioNTech,13179547
Italy,2021-04-28,Johnson&Johnson,40691
Italy,2021-04-28,Moderna,1407493
Italy,2021-04-28,Oxford/AstraZeneca,4219635
Italy,2021-04-28,Pfizer/BioNTech,13447976
Italy,2021-04-29,Johnson&Johnson,50781
Italy,2021-04-29,Moderna,1461982
Italy,2021-04-29,Oxford/AstraZeneca,4308407
Italy,2021-04-29,Pfizer/BioNTech,13823761
Italy,2021-04-30,Johnson&Johnson,65262
Italy,2021-04-30,Moderna,1510330
Italy,2021-04-30,Oxford/AstraZeneca,4394413
Italy,2021-04-30,Pfizer/BioNTech,14202317
Italy,2021-05-01,Johnson&Johnson,83065
Italy,2021-05-01,Moderna,1552839
Italy,2021-05-01,Oxford/AstraZeneca,4462173
Italy,2021-05-01,Pfizer/BioNTech,14507243
Italy,2021-05-02,Johnson&Johnson,94621
Italy,2021-05-02,Moderna,1583686
Italy,2021-05-02,Oxford/AstraZeneca,4526689
Italy,2021-05-02,Pfizer/BioNTech,14770168
Italy,2021-05-03,Johnson&Johnson,106461
Italy,2021-05-03,Moderna,1624145
Italy,2021-05-03,Oxford/AstraZeneca,4618639
Italy,2021-05-03,Pfizer/BioNTech,15038097
Italy,2021-05-04,Johnson&Johnson,118402
Italy,2021-05-04,Moderna,1683949
Italy,2021-05-04,Oxford/AstraZeneca,4734574
Italy,2021-05-04,Pfizer/BioNTech,15298839
Italy,2021-05-05,Johnson&Johnson,132639
Italy,2021-05-05,Moderna,1738837
Italy,2021-05-05,Oxford/AstraZeneca,4859391
Italy,2021-05-05,Pfizer/BioNTech,15587526
Italy,2021-05-06,Johnson&Johnson,145543
Italy,2021-05-06,Moderna,1786643
Italy,2021-05-06,Oxford/AstraZeneca,4970819
Italy,2021-05-06,Pfizer/BioNTech,15935052
Italy,2021-05-07,Johnson&Johnson,158036
Italy,2021-05-07,Moderna,1839283
Italy,2021-05-07,Oxford/AstraZeneca,5075951
Italy,2021-05-07,Pfizer/BioNTech,16308539
Italy,2021-05-08,Johnson&Johnson,175196
Italy,2021-05-08,Moderna,1899839
Italy,2021-05-08,Oxford/AstraZeneca,5179850
Italy,2021-05-08,Pfizer/BioNTech,16639898
Italy,2021-05-09,Johnson&Johnson,184211
Italy,2021-05-09,Moderna,1932708
Italy,2021-05-09,Oxford/AstraZeneca,5270806
Italy,2021-05-09,Pfizer/BioNTech,16890113
Italy,2021-05-10,Johnson&Johnson,192292
Italy,2021-05-10,Moderna,1974727
Italy,2021-05-10,Oxford/AstraZeneca,5379245
Italy,2021-05-10,Pfizer/BioNTech,17171866
